Inspection_ID,DBA_Name,AKA_Name,License_#,Facility_Type,Risk,Address,City,State,Zip,Inspection_Date,Inspection_Type,Results
580618,KING WAH RESTAURANTx,KING WAH RESTAURANT,1479082.0,Catering,Risk 1 (High),x2223 S WENTWORTH AVE ,CHICAGO,IL,60616.0,04/27/2011,Canvass,Fail
580573,DOMINICK'S #160/1698,DOMINICK'S #160/1698,41689.0,Grocery Store,Risk 1 (High),x1763 W HOWARD ST ,xCHICAGO,IL,60626.0,04/26/2011,Complaint Re-Inspection,Pass
580538,DIANA'S PLAYPEN OF LITTLE GENIUS'Sx,DIANA'S PLAYPEN OF LITTLE GENIUS'S,1870055.0,1023 CHILDERN'S SERVICE FACILITY,Risk 1 (High),6236 S WESTERN AVE ,CHICAGO,IL,60636.0,04/25/2011,License,Passee
88785,BLOCKBUSTER VIDEO #17336,BLOCKBUSTER VIDEO #17336,1047782.0,,Risk 3 (Low),5240 N PULASKI RD ,xCHICAGO,ILxa,60630.0,04/21/2011,Canvass,Out of Business
88783,JEWEL FOOD STORE #3442,JEWEL FOOD STORE #3442,1406.0,Grocery Store*,Risk 1 (High),4042 W FOSTER AVE ,CHICAGO,IL,60630.0,04/21/2011,Canvass,Failee
580593,PATSY'S PLACE,PATSY'S PLACE,1518594.0,Restaurant,Risk 1 (High),2825 N LINCOLN AVE ,CHICAGO,IL,60657.0,04/20/2011,Complaint,Fail
537299,FRANCO'S RISTORANTE,FRANCO'S RISTORANTE,16739.0,Restaurant,Risk 1 (High),300 W 31ST ST ,CHICAGO,ILxa,60616.0,04/19/2011,Tag Removal,Pass
517300,SWEET BEAN & MOREx,SWEET BEAN & MORE,2089465.0,Restaurant,Risk 1 (High),1855 W DIVERSEY PKWY ,CHICAGO,ILxa,60614.0,04/18/2011,License,Fail
537296,63RD AND DREXEL MOBIL,63RD AND DREXEL MOBIL/GREAT STEAK,1817156.0,Restaurant,Risk 3 (Low),x850 E 63RD ST ,CHICAGO,IL,60637.0,04/15/2011,Canvass,Fail
114893,SIGNATURE ROOM AT THE 95TH,SIGNATURE ROOM AT THE 95TH,2079301.0,Restaurant*,Risk 1 (High),x875 N MICHIGAN AVE ,xCHICAGO,IL,60611.0,04/14/2011,Package Liquor 1474,Pass
565291,THE ORIGINAL FIVE,THE ORIGINAL FIVE,2068891.0,Restaurant,Risk 1 (High),1030 W TAYLOR ST ,CHICAGO,IL,60607.0,04/13/2011,Short Form Complaint,Pass
580323,MERCY HOSPITAL CAFETERIA,MERCY HOSPITAL CAFETERIA,1476430.0,CAFETERIA,Risk 1 (High),x2525 S MICHIGAN AVE ,CHICAGO,IL,60616.0,04/12/2011,Tag Removal,Passee
353326,NAYAB MART,NAYAB MART,1444872.0,Grocery Store,Risk 2 (Medium),2449 W DEVON AVE ,xCHICAGO,IL,60659.0,04/12/2011,Canvass Re-Inspection,Pass
521335,CHONG RO RESTAURANT,CHONG RO RESTAURANT,27878.0,,Risk 1 (High),x4811 N ROCKWELL ST ,CHICAGO,IL,60625.0,04/11/2011,Canvass,Out of Business
381329,THE HARTWELL,THE HARTWELL,1997713.0,Long Term Care,Risk 1 (High),5520 N PAULINA ST ,CHICAGO,ILxa,60640.0,04/08/2011,License Re-Inspection,Pass
580244,CARNICERIA JIMENEZ #2,CARNICERIA JIMENEZ #2,48081.0,Grocery Store,Risk 1 (High),3850 W FULLERTON AVE ,CHICAGO,IL,60647.0,04/06/2011,Canvass,Passee
580228,GOLDEN RISE BAKERYx,GOLDEN RISE BAKERY,2074592.0,Bakery,Risk 2 (Medium),2953 W DIVERSEY ,CHICAGO,IL,60647.0,04/06/2011,License Re-Inspection,Pass
580304,THE WORKS OFF VAN BUREN,THE WORKS OFF VAN BUREN,2084743.0,Restaurant,Risk 1 (High),335 S FRANKLIN ST ,CHICAGO,IL,60606.0,04/05/2011,License,Fail
521322,CHICAGO JOE'S,CHICAGO JOE'S,12380.0,Restaurant,Risk 1 (High),2252-2256 W IRVING PARK RD ,CHICAGO,IL,60618.0,04/04/2011,Canvass,Pass w/ Conditions
545262,51ST QUICK MART & CELLULAR,51ST QUICK MART & CELLULAR,2084132.0,Grocery Store,Risk 2 (Medium),51 E 51st ST ,CHICAGO,ILxa,60615.0,04/01/2011,License Re-Inspection,Failee
580101,ILLINOIS SPORTSERVICE INC,C COMMISSARY (#511),14616.0,COMMISSARY,Risk 3 (Low),333 W 35TH ST ,CHICAGO,IL,60616.0,03/31/2011,Canvass,Pass
580098,PHIL'S PIZZA,PHIL'S PIZZA,1767089.0,Restaurant,Risk 1 (High),1102 W 35TH ST ,CHICAGO,ILxa,60609.0,03/31/2011,Complaint,Fail
577239,BETTY'S ICECREAM,BETTY'S ICECREAM,17732.0,Restaurant,Risk 2 (Medium),5840 S KEDZIE AVE ,CHICAGO,IL,60629.0,03/30/2011,Canvass,Pass
166326,CARNICERIA RANCHO ALEGRE,CARNICERIA RANCHO ALEGRE,1696766.0,Restaurant,Risk 1 (High),1757-1759 W 18TH ST ,CHICAGO,IL,60608.0,03/30/2011,Canvass,Out of Business
580059,CAFE RITMO LATINOx,CAFE RITMO LATINO,64661.0,,Risk 3 (Low),x2554-2556 W DIVERSEY AVE ,CHICAGO,IL,60647.0,03/30/2011,Canvass,Out of Business
114849,GATEWAY NEWS STAND,GATEWAY NEWS STAND,2073971.0,Grocery Store,Risk 3 (Low),233 S WACKER DR ,CHICAGO,IL,60606.0,03/29/2011,License,Pass
580020,BACARDI AT THE PARK,BACARDI AT THE PARK,2078888.0,Restaurant*,Risk 3 (Low),320 W 35TH ST ,CHICAGO,IL,60616.0,03/29/2011,License-Task Force,Pass
557294,LITTLE CLOWN PIZZA,LITTLE CLOWN PIZZA,1306182.0,Restaurant,Risk 1 (High),2801 N CENTRAL PARK AVE ,CHICAGO,IL,60618.0,03/29/2011,Canvass,Out of Business
88737,HUNAN SPRING,HUNAN SPRING,1144908.0,Restaurant,Risk 1 (High),x5279 N ELSTON AVE ,xCHICAGO,IL,60630.0,03/28/2011,Canvass,Out of Businessee
579954,PHOENIX RESTAURANT OF IL.L.L.C,PHOENIX RESTAURANT OF IL.L.L.C,47719.0,Restaurant,Risk 1 (High),2131 S ARCHER AVE ,CHICAGO,IL,60616.0,03/25/2011,Suspected Food Poisoning Re-inspection,Pass
505288,LITTLE SHEPHERDS ACADEMY,LITTLE SHEPHERDS ACADEMY,1742438.0,Children's Services Facility,Risk 1 (High),x5241-5243 W MADISON ST ,CHICAGO,IL,60644.0,03/24/2011,License,Fail
537266,CHATHAM FOOD MARKET,CHATHAM FOOD MARKET,1904290.0,Grocery Store,Risk 2 (Medium),327 E 79TH ST ,CHICAGO,IL,60619.0,03/24/2011,Complaint,Fail
579928,PAPA ROMEO'S PIZZA,PAPA ROMEO'S PIZZA,1947745.0,Restaurant,Risk 2 (Medium),6730 N CLARK ST ,CHICAGO,IL,60626.0,03/23/2011,Canvass,Fail
579911,JANICE'S KITCHENx,LOGAN SQUARE KITCHEN,2087967.0,Wholesale,Risk 2 (Medium),2333 N MILWAUKEE AVE ,CHICAGO,IL,60647.0,03/23/2011,License,Pass
353292,SHAWARMA INN II,SHAWARMA INN II,2042512.0,Restaurant,Risk 1 (High),6404 N CALIFORNIA AVE ,CHICAGO,IL,60645.0,03/21/2011,Canvass,Out of Business
579873,SUBWAY,SUBWAY,2079316.0,Restaurant,Risk 1 (High),3207 W 47TH PL ,CHICAGO,IL,60632.0,03/21/2011,License Re-Inspection,Pass
547307,TAQUERIA EL ARCO,EL POLLO CRIS CRIS,1495623.0,Restaurant*,Risk 1 (High),3105 W 26TH ST ,CHICAGO,IL,60623.0,03/21/2011,Canvass Re-Inspection,Pass
547303,SACRAMENTO FOOD MART,SACRAMENTO FOOD & LIQUOR,2084905.0,Grocery Store,Risk 1 (High),2458 S SACRAMENTO AVE ,CHICAGO,IL,60623.0,03/18/2011,License,Failee
529218,Ruby's Ribs,Ruby's Ribs,1932876.0,Restaurant*,Risk 1 (High),x3551 S HALSTED ST ,CHICAGO,IL,60609.0,03/18/2011,Canvass Re-Inspection,Pass
519210,Chicago's Pizza,Chicago's Pizza,1046054.0,Restaurant,Risk 1 (High),x3114 N LINCOLN AVE ,CHICAGO,IL,60657.0,03/17/2011,Complaint Re-Inspection,Pass
114817,STARBUCKS,STARBUCKS,2083697.0,Restaurant*,Risk 2 (Medium),233 S WACKER DR ,CHICAGO,IL,60606.0,03/16/2011,License,Pass
579530,CAFE DOLCE,CAFE DOLCE,1622531.0,,Risk 1 (High),7006 W DIVERSEY AVE ,CHICAGO,IL,60707.0,03/03/2011,Canvass,Out of Business
154626,SUBWAY,SUBWAY,2065310.0,Restaurant,Risk 1 (High),1529 N WELLS ST ,CHICAGO,IL,60610.0,11/16/2010,License,Pass
2555834,Mount Vernon,Mount Vernon,24601.0,School,Risk 1 (High),10540 S Morgan (1000W) ,xCHICAGO,ILxa,60643.0,05/16/2022,Canvass,Pass
2545458,LITTLE APPLE SEEDS LEARNING ACADEMY,,2678290.0,,Risk 1 (High),2672-2674 E 75TH ST ,CHICAGO,IL,60649.0,12/13/2021,Canvass,Out of Business
2546035,WOOD,WOOD,2563635.0,Restaurant,Risk 1 (High),3335-3337 N HALSTED ST ,CHICAGO,IL,60657.0,12/27/2021,Complaint,No Entry
2546350,PRIVILEGEx,PRIVILEGE,2754206.0,Restaurant,Risk 3 (Low),x6947 S SOUTH CHICAGO AVE ,CHICAGO,IL,60637.0,01/11/2022,License,Passee
2523827,7-ELEVEN,7-ELEVEN,1816833.0,Restaurant,Risk 1 (High),833 W VAN BUREN ST ,CHICAGO,IL,60607.0,08/10/2021,Canvass,Fail
414200,DELINA B INCx,,2060314.0,,Risk 3 (Low),4826 N BROADWAY ,CHICAGO,IL,60640.0,10/05/2010,License,Fail
2528318,NANO SUSHI,NANO SUSHI,2043152.0,Restaurant*,Risk 1 (High),4256 N WESTERN AVE ,CHICAGO,IL,60618.0,08/20/2021,Non-Inspection,Not Ready
285067,FARMERS FOOD BASKET,FARMERS FOOD BASKET,1618851.0,Grocery Store,Risk 2 (Medium),x832 E 63RD ST ,CHICAGO,IL,60637.0,09/03/2010,Complaint,Failee
2556252,MARY'S ABC ACADEMY CHILD DAY CARE CENTER,MARY'S ABC ACADEMY CHILD DAY CENTER,2390702.0,Children's Services Facility,Risk 1 (High),5081 N ELSTON AVE ,CHICAGO,IL,60630.0,05/25/2022,Canvass,Pass
2556194,NORTHEAST CENTER (LEVY),NORTHEAST CENTER (LEVY),2225302.0,Golden Diner,Risk 1 (High),2019 W LAWRENCE AVE ,CHICAGO,IL,60625.0,05/23/2022,Canvass,Pass
2555223,SAM SYLK'S CHICKEN AND FISH,SAM SYLK'S CHICKEN AND FISH,2845498.0,Restaurant*,Risk 1 (High),857 W 115TH ST ,CHICAGO,IL,60643.0,05/04/2022,License,Pass
365261,MARCO'S GROCERY,MARCO'S GROCERY,1442278.0,Grocery Store,Risk 1 (High),3001 S AVERS AVE ,CHICAGO,ILxa,60623.0,08/20/2010,Canvass,Out of Business
284398,GREEN APPLE INC,GREEN APPLE INC,56414.0,Restaurant,Risk 1 (High),201 N CLARK ST ,CHICAGO,IL,60601.0,08/16/2010,Canvass,Out of Businessee
2556680,AVIR CORPORATION,AVIR CORPORATION,2841500.0,Grocery Store,Risk 3 (Low),5659 S RACINE AVE ,CHICAGO,IL,60636.0,06/02/2022,License Re-Inspection,Pass
2557170,BRODYS HOUSE OF COOKED FISH & CHICKEN,BRODYS HOUSE OF COOKED FISH & CHICKEN,2523651.0,Restaurant,Risk 2 (Medium),7127 S STATE ST ,CHICAGO,ILxa,60619.0,06/10/2022,Complaint Re-Inspection,No Entry
2556364,PROFESSOR PIZZA,PROFESSOR PIZZA,2827959.0,Shared Kitchen User (Long Term),Risk 2 (Medium),6905 WILDSPRING LN ,LAKE ZURICH,ILxa,60047.0,05/26/2022,Canvass,Passee
277827,WOK OUT LLC,WOK OUT,2041587.0,Restaurant,Risk 1 (High),823 S STATE ST ,CHICAGO,IL,60605.0,07/29/2010,License,Pass
2555786,JERK TACO MAN 1x,JERK TACO MAN,2529063.0,Restaurant*,Risk 1 (High),4001 W JACKSON BLVD ,CHICAGO,IL,60624.0,05/13/2022,Canvass,Out of Business
2559599,"OLIVE MOUNTAIN FOOD MART, INC.",OLIVE MOUNTAIN FOOD MART,2822335.0,Grocery Store,Risk 1 (High),5723 N CALIFORNIA AVE ,CHICAGO,IL,60659.0,06/21/2022,Canvass,Pass
2552964,CHICAGO MARKET,CHICAGO MARKET,2595222.0,Restaurant,Risk 3 (Low),5700 S CICERO AVE ,CHICAGO,IL,60638.0,03/16/2022,Complaint,Pass
335210,DOWNTOWN MARATHON,,2032168.0,Grocery Store,Risk 3 (Low),1835 E 95TH ST ,xCHICAGO,IL,60617.0,07/16/2010,License,Pass
2556433,UPLIFT Community AT ARAI,UPLIFT Community AT ARAI,26861.0,School,Risk 1 (High),900 W Wilson AVE ,CHICAGO,IL,60640.0,05/27/2022,Canvass,Pass
2537852,Sabi's Cake House,Sabi's Cake House,2753362.0,Bakery,Risk 2 (Medium),3051 N CENTRAL AVE ,CHICAGO,IL,60634.0,11/05/2021,Short Form Complaint,Passee
2553404,JERK TACO MAN,JERK TACO MAN,2786120.0,Restaurant,Risk 1 (High),426 S CLARK ST ,xCHICAGO,ILxa,60605.0,03/24/2022,Complaint,No Entry
2554925,"PRECIOUS LITTLE ONE'S LEARNING CENTER, INC.","PRECIOUS LITTLE ONE'S LEARNING CENTER, INC.",2215945.0,Children's Services Facility,Risk 1 (High),221 E 51ST ST ,CHICAGO,IL,60615.0,04/27/2022,License,Pass
2559475,AAA WHOLESALE INC,AAA WHOLESALE INC,2803771.0,Grocery Store,Risk 3 (Low),347 E 47TH ST ,xCHICAGO,IL,60653.0,06/16/2022,Canvass,Out of Business
2555725,EINSTEIN BROS BAGELS #3463,EINSTEIN BROS BAGELS,1888343.0,Restaurant*,Risk 1 (High),30 N LA SALLE ST ,CHICAGO,IL,60602.0,05/13/2022,Canvass Re-Inspection,Pass
2555983,CERMAK FRESH MARKET,CERMAK FRESH MARKET,2358498.0,Grocery Store,Risk 1 (High),6623 N DAMEN AVE ,CHICAGO,IL,60645.0,05/18/2022,Short Form Complaint,Pass
2552675,TWINS FOOD & DOLLAR INC,TWINS FOOD & DOLLAR INC,2796548.0,Grocery Store,Risk 3 (Low),2756 S PULASKI RD ,CHICAGO,IL,60623.0,03/09/2022,Complaint Re-Inspection,Pass
2537418,HEMA'S KITCHEN,HEMA'S KITCHEN,1927793.0,Restaurant,Risk 1 (High),2439 W DEVON AVE ,xCHICAGO,IL,60659.0,10/27/2021,Complaint,Fail
2546354,JEWEL FOOD STORE #3455,JEWEL FOOD STORE #3455,1380.0,Grocery Store,Risk 1 (High),4355 N SHERIDAN RD ,xCHICAGO,IL,60613.0,01/11/2022,Canvass Re-Inspection,Pass
2555746,VOLITION TEA LLCx,VOLITION TEA LLC,2845061.0,Shared Kitchen User (Long Term),Risk 3 (Low),3450 N KEATING AVE ,xCHICAGO,IL,60641.0,05/13/2022,Canvass,Passee
2549823,ROSATI'S PIZZA OF LINCOLN PARK,ROSATI'S PIZZA,2575261.0,Restaurant,Risk 1 (High),953 W DIVERSEY PKWY ,CHICAGO,IL,60614.0,02/15/2022,Canvass Re-Inspection,Pass
2552379,TUTTO ITALIANO,TUTTO ITALIANO,34465.0,Restaurant,Risk 1 (High),501 S WELLS ST ,CHICAGO,IL,60607.0,03/01/2022,Canvass,Out of Business
2559465,BABA'S FAMOUS STEAK AND LEMONADE,BABA'S FAMOUS STEAK AND LEMONADE,2578435.0,Restaurant,Risk 2 (Medium),7859 S STATE ST ,CHICAGO,IL,60619.0,06/16/2022,Complaint,Failee
2537733,GARIFUNA FLAVA CARIBBEAN RESTAURANT,GARIFUNA FLAVA CARIBBEAN RESTAURANT,2671454.0,Restaurant,Risk 1 (High),131 N CLINTON ST ,xCHICAGO,IL,60661.0,11/03/2021,Canvass,Out of Businessee
2553441,EGG-O-HOLIC,EGG-O-HOLIC,2632312.0,Restaurant*,Risk 1 (High),833 W CHICAGO AVE ,CHICAGO,IL,60642.0,03/24/2022,Canvass,Pass
2554103,WINDY CITY CAFEx,WINDY CITY CAFE,86616.0,Restaurant,Risk 1 (High),1060-1062 W CHICAGO AVE ,CHICAGO,IL,60642.0,04/08/2022,Complaint,Pass
2534917,KINGS FOOD GROCERY STORE,KINGS FOOD GROCERY STORE,2813859.0,Grocery Store,Risk 2 (Medium),x6600 S HALSTED ST ,CHICAGO,IL,60621.0,10/19/2021,License,Not Ready
2523373,KING'S MARKET,KING'S MARKET,2548877.0,Grocery Store,Risk 2 (Medium),400 E 71st ST ,CHICAGO,IL,60619.0,07/29/2021,Canvass,Out of Business
233726,NANDOS TACOS,NANDOS TACOS,1910444.0,,Risk 1 (High),3121 W CERMAK RD ,CHICAGO,ILxa,60623.0,05/11/2010,Canvass,Fail
2522368,KIDS PLANET ACADEMY INC,JUST LIKE HOME,2636726.0,Children's Services Facility,Risk 1 (High),1249-1251 W 63RD ST ,CHICAGO,IL,60636.0,07/06/2021,Canvass,Out of Business
2522135,THREE HOUSE,THREE HOUSE,2796561.0,Restaurant,Risk 3 (Low),1450 W CHICAGO AVE ,CHICAGO,IL,60642.0,06/29/2021,License,Fail
2522228,BRASERITOS RESTAURANT INC.x,BRASERITOS BUFFET &  RESTAURANT,2550985.0,Restaurant,Risk 1 (High),x4107 W NORTH AVE ,CHICAGO,IL,60639.0,07/01/2021,Canvass,Out of Business
2529130,"ROSCOE-DAMEN, CORP.",COMMONWEALTH TAVERN,2293828.0,Restaurant,Risk 1 (High),2000 W ROSCOE ST ,CHICAGO,IL,60618.0,09/08/2021,Canvass,Pass
2554293,HYATT,HUB 8 CAFE,2517638.0,Restaurant,Risk 1 (High),150 N RIVERSIDE PLZ ,CHICAGO,ILxa,60601.0,04/13/2022,Complaint Re-Inspection,Pass
238270,MCDONALD'S,MCDONALD'S,51886.0,,Risk 2 (Medium),29 E 87TH ST ,CHICAGO,IL,60619.0,04/27/2010,Canvass,Fail
74415,TEAZZZ,TEAZZ,2031502.0,Restaurant,Risk 2 (Medium),x125 E 37TH ST ,CHICAGO,IL,60653.0,04/23/2010,License,Fail
2522549,EL BUEN VALLE RESTAURANT,EL BUEN VALLE RESTAURANT,2133985.0,Restaurant,Risk 1 (High),4114 W NORTH AVE ,CHICAGO,IL,60639.0,07/09/2021,Canvass Re-Inspection,Pass
2528834,SOPRAFFINA MARKET CAFEx,SOPRAFFINA MARKET CAFE,1224221.0,Restaurant*,Risk 1 (High),111 E WACKER DR ,CHICAGO,IL,60601.0,08/31/2021,Non-Inspection,No Entryee
68392,"TRIPLE A SERVICES, INC",,4613.0,Mobile Food Dispenser,Risk 3 (Low),2637 S THROOP ST ,CHICAGO,IL,60608.0,04/12/2010,License,Pass
2556285,White,White,26431.0,School,Risk 1 (High),1136 W 122nd St (12200S) ,xCHICAGO,IL,60643.0,05/25/2022,Canvass Re-Inspection,Pass
68381,A & R FOOD INC,A & R FOOD INC,42001.0,,Risk 3 (Low),1657 W 35TH ST ,CHICAGO,ILxa,60609.0,04/08/2010,Out of Business,Fail
74376,MCDONALDS,MCDONALDS,1445833.0,Restaurant,Risk 2 (Medium),740 E 47TH ST ,CHICAGO,IL,60653.0,04/05/2010,Complaint Re-Inspection,Pass
2531302,EL CASTILLO MEAT MARKET,EL CASTILLO SUPERMERCADO CARNICERIA FRUITERIA,2252295.0,Grocery Store,Risk 1 (High),3704 W 55th ST ,CHICAGO,IL,60632.0,09/13/2021,Canvass,Out of Business
2552603,BRONZEVILLE WINERY,BRONZEVILLE WINERY,2827795.0,Restaurant,Risk 1 (High),4414-4420 S COTTAGE GROVE AVE ,CHICAGO,IL,60653.0,03/08/2022,License,Pass
88310,mi tortillax,,1990924.0,Restaurant*,Risk 1 (High),3320 W lawrence BLDG ,CHICAGO,IL,60625.0,03/24/2010,License,Fail
74344,THUNDERBIRD CATERNIG CO,THUNDERBIRD CATERNIG TRUCK#29,1804353.0,Mobile Food Dispenser,Risk 3 (Low),1204 W 36TH PL ,CHICAGO,IL,60609.0,03/22/2010,License,Pass
2552576,ENGLEWOOD SATELLITE SENIOR CENTER,ENGLEWOOD SATELLITE SENIOR CENTER CENTER,2224694.0,Golden Diner,Risk 1 (High),653-657 W 63RD ST ,xCHICAGO,IL,60621.0,03/04/2022,Canvass,Pass
2555058,PEQUOD'S PIZZA,PEQUOD'S PIZZA,1963277.0,Restaurant*,Risk 1 (High),2207 N CLYBOURN AVE ,CHICAGO,IL,60614.0,04/29/2022,Complaint Re-Inspection,Pass
2554806,INTERCULTURAL MONTESSORI LANGUAGE SCHOOL,INTERCULTURAL MONTESSORI LANGUAGE SCHOOL,2216008.0,Children's Services Facility,Risk 1 (High),114 S RACINE AVE ,xCHICAGO,ILxa,60607.0,04/26/2022,Canvass,Out of Business
2555187,Judson & Moore Tavern,JUDSON & MOORE AMERICAN WHISKEY,2823314.0,TAVERN*,Risk 3 (Low),x3057 N ROCKWELL ST ,CHICAGO,IL,60618.0,05/03/2022,License Re-Inspection,Pass
2553440,WRIGLYEVILLE ROOFTOPS,WRIGLYEVILLE ROOFTOPS,2836025.0,ROOFTOPS,Risk 2 (Medium),1000-1010 W WAVELAND AVE ,CHICAGO,IL,60613.0,03/24/2022,License,Pass
134333,THE CHILDREN'S PLACE ASSN,THE CHILDREN'S PLACE ASSN,70362.0,Daycare Above and Under 2 Years,Risk 1 (High),x1800 N HUMBOLDT BLVD ,CHICAGO,IL,60647.0,03/08/2010,License Re-Inspection,Passee
60349,SUPER CARNICERIA EL POLLO,SUPER CARNICERIA EL POLLO,41768.0,Grocery Store,Risk 1 (High),2458 W 47TH ST ,CHICAGO,IL,60632.0,03/05/2010,Tag Removal,Pass
2552232,KROLL'S SOUTH LOOPx,KROLL'S SOUTH LOOP,1442161.0,Restaurant,Risk 1 (High),1736 S MICHIGAN AVE ,CHICAGO,IL,60616.0,02/24/2022,Canvass,Pass
78327,ROYAL FOOD BASKET INC.x,ROYAL FOOD BASKET INC.,1738171.0,Grocery Store,Risk 2 (Medium),1856 E 79TH ST ,CHICAGO,IL,60649.0,03/04/2010,Complaint,Fail
2555594,JOONG BOO MARKET,JOONG BOO MARKET,28024.0,Grocery Store,Risk 1 (High),3333 N KIMBALL AVE ,CHICAGO,IL,60618.0,05/11/2022,Complaint Re-Inspection,Pass
229259,ALL STARS ON WELLS,ALL STARS ON WELLS,2008993.0,Restaurant,Risk 1 (High),x205 W WACKER DR ,CHICAGO,ILxa,60606.0,02/25/2010,License Re-Inspection,Pass
2544551,GIORDANO'S OF PRUDENTIAL PLAZA,GIORDANO'S,2670601.0,Restaurant,Risk 1 (High),130 E RANDOLPH ST ,CHICAGO,IL,60601.0,11/22/2021,License,Not Ready
2556825,7-ELEVEN,7-ELEVEN,1766607.0,Grocery Store,Risk 2 (Medium),6001 N WESTERN AVE ,CHICAGO,IL,60659.0,06/06/2022,Canvass,Pass
2538138,MIKEYS DISCOUNT DOLLAR,MIKEYS DISCOUNT DOLLAR,2516727.0,Grocery Store,Risk 2 (Medium),x10634 S HALSTED ST ,CHICAGO,IL,60628.0,11/12/2021,Canvass,Out of Business
70335,CHINA EXPRESS,CHINA EXPRESS,1843192.0,Restaurant,Risk 1 (High),4640 N CUMBERLAND AVE ,CHICAGO,IL,60656.0,02/08/2010,Canvass Re-Inspection,Pass
227210,COLEMAN'S HICKORY HOUSE #3,COLEMAN'S HICKORY HOUSE #3,1841471.0,Restaurant*,Risk 1 (High),1535 W 79TH ST ,CHICAGO,IL,60620.0,02/05/2010,Out of Business,Fail
2537919,KATHY DE'S,KATHY DE'S,1741617.0,Restaurant,Risk 1 (High),3642 S PARNELL AVE ,CHICAGO,IL,60609.0,11/08/2021,Canvass,Pass w/ Conditions
150245,SAUGANASH RESTAURANT,SAUGANASH RESTAURANT,1647237.0,Restaurant,Risk 1 (High),4732-4738 W PETERSON AVE ,CHICAGO,IL,60646.0,02/04/2010,Out of Business,Pass
2549631,PAPER PLANE PIZZA,PAPER PLANE PIZZA,2813783.0,Restaurant*,Risk 2 (Medium),1625 N HALSTED ST ,xCHICAGO,IL,60614.0,02/09/2022,Complaint,Passee
2537351,SWEDISH COVENANT HOSPITAL,SWEDISH COVENANT HOSPITAL,2205617.0,Hospital,Risk 1 (High),5145 N CALIFORNIA AVE ,CHICAGO,IL,60625.0,10/27/2021,Canvass,Pass
2538152,CARNICERIA JIMENEZ INC,CARNICERIA JIMENEZ INC,1693.0,Grocery Store,Risk 1 (High),4204-4216 W NORTH AVE ,CHICAGO,ILxa,60639.0,11/15/2021,Short Form Complaint,Pass
2537409,ROYAL SONESTA CHICAGO RIVER NORTH,ROYAL SONESTA,2802474.0,Restaurant,Risk 1 (High),505 N STATE ST ,CHICAGO,ILxa,60654.0,10/27/2021,License Re-Inspection,Pass w/ Conditions
2546706,CHARLIE BAGGS CULINARY INNOVATIONS,CHARLIE BAGGS CULINARY INNOVATIONS,2827460.0,Catering,Risk 2 (Medium),1071 W DIVISION ST ,CHICAGO,IL,60642.0,01/20/2022,License,Pass
2559550,CREMERIA LA ORDENA #3 LLC,CREMERIA LA ORDENA #3 LLC,2516681.0,Grocery Store,Risk 1 (High),3234 W 26TH ST ,CHICAGO,IL,60623.0,06/17/2022,Canvass,Pass
2556044,BONUS ROUND CAFE,BONUS ROUND CAFE,2574950.0,Restaurant*,Risk 1 (High),3230 N CLARK ST ,CHICAGO,IL,60657.0,05/19/2022,Complaint Re-Inspection,Pass
67936,FLO & SANTO,FLO & SANTO,2013854.0,Restaurant,Risk 1 (High),1310 S WABASH AVE ,CHICAGO,IL,60605.0,01/19/2010,License,Fail
2538088,STEPPENWOLF,STEPPENWOLF,2812871.0,Restaurant,Risk 2 (Medium),1640-1700 N HALSTED ,xCHICAGO,IL,60614.0,11/09/2021,License,Pass w/ Conditions
70289,MARIA'S MEXICAN RESTURANT,MARIA'S MEXICAN RESTURANT,22926.0,Restaurant,Risk 1 (High),9440 W FOSTER AVE ,CHICAGO,ILxa,60656.0,01/14/2010,Canvass Re-Inspection,Pass
2552608,KASBAH RESTAURANT,KASBAH RESTAURANT,2831407.0,Restaurant,Risk 1 (High),4393 N ELSTON AVE ,CHICAGO,IL,60641.0,03/09/2022,License,Fail
2549845,LA ESQUINA POLAR,OSO POLAR PALETERIA,2708867.0,Restaurant,Risk 1 (High),5633 W DIVERSEY AVE ,CHICAGO,IL,60639.0,02/15/2022,Non-Inspection,No Entry
2552822,ABRAM GALE,ABRAM GALE,2017114.0,Restaurant,Risk 1 (High),2366-2370 N NEVA AVE ,CHICAGO,IL,60707.0,03/11/2022,Non-Inspection,No Entry
2528836,IN-ON THAI,IN-ON THAI,2698782.0,Restaurant*,Risk 1 (High),4641 N BROADWAY ,CHICAGO,IL,60640.0,08/31/2021,Canvass,Pass
2555036,"THE HOXTON, CHICAGO","THE HOXTON, CHICAGO",2627731.0,Restaurant*,Risk 1 (High),200 N GREEN ST ,CHICAGO,ILxa,60607.0,04/29/2022,Canvass,Pass
2553431,WRIGLYEVILLE ROOFTOPS,WRIGLYEVILLE ROOFTOPS,2836024.0,ROOFTOPS*,Risk 2 (Medium),3643-3645 N SHEFFIELD AVE ,CHICAGO,IL,60613.0,03/24/2022,License,Pass
2531548,ACERO DE LA CRUZ,ACERO DE LA CRUZ,3708791.0,School,Risk 1 (High),7416 N RIDGE BLVD ,CHICAGO,IL,60645.0,09/17/2021,Canvass Re-Inspection,Pass
120276,BUTTER,BUTTER,1193256.0,,Risk 3 (Low),130 S GREEN ST ,CHICAGO,ILxa,60607.0,01/06/2010,Out of Business,Pass
