name,streetAddress,city,state,zipCode,telephone,website,priceRange,categories,ratingValue,neighborhood
luigi__ pizza fresca,2401 Fairmount Ave,Philadelphia,PA,19130,(215) 769-8888,luigispizzafresca.com,0,Pizza;Italian;Hawaiian,4,Fairmount; Art Museum District
fat salmon,719 Walnut St,Philadelphia,PA,19106,(215) 928-8881,fatsalmonsushi.com,1,Japanese;Sushi Bars,4,Market East
maggiano__ little italy,1201 Filbert St,Philadelphia,PA,19107,(215) 567-2020,maggianos.com,1,Italian,3.5,Market East
robeks,1035 Chestnut St,Philadelphia,PA,19107,(215) 925-5500,robeks.com,0,Vegan;Vegetarian;Juice Bars & Smoothies,4.5,Market East
the gaslight,120 Market St,Philadelphia,PA,19106,(215) 925-7691,thegaslightphilly.com,1,American (New),3.5,Old City
jimmy john__,3925 Walnut St,Philadelphia,PA,19104,(215) 222-7827,jimmyjohns.com,0,Sandwiches,3.5,University City
meltkraft,51 N 12th St,Philadelphia,PA,19107,(267) 639-3309,valleyshepherd.com,0,American (Traditional);Sandwiches,4,Market East
prohibition taproom,501 N 13th St,Philadelphia,PA,19123,(215) 238-1818,theprohibitiontaproom.com,1,American (Traditional);Bars,4,Spring Garden; Callowhill
hipcityveg,214 S 40th St,Philadelphia,PA,19104,(267) 244-4342,hipcityveg.com,1,Vegan,4,University City; Spruce Hill
the flying saucer cafe,2545 Brown St,Philadelphia,PA,19130,(215) 680-7297,theflyingsaucercafe.com,0,Coffee & Tea;Bagels;Breakfast & Brunch,3.5,Fairmount
makiman sushi,1326 Spruce St,Philadelphia,PA,19107,(215) 546-0180,makimanonline.com,1,Sushi Bars;Japanese,3.5,Washington Square West; Avenue of the Arts South
fratelli__ italian bistro,1339 Chestnut St,Philadelphia,PA,19107,(215) 731-0700,fratellisib.com,1,Italian,3,Penn Center; Market East; Avenue of the Arts South
girard brasserie & bruncherie,300 E Girard Ave,Philadelphia,PA,19125,(267) 457-2486,girardongirard.com,1,French;Breakfast & Brunch;Coffee & Tea,4.5,Fishtown
1st ward,100 Morris St,Philadelphia,PA,19148,(267) 819-1331,1stwardphilly.com,1,Salad;Sandwiches,4.5,Pennsport
mercato,1216 Spruce St,Philadelphia,PA,19107,(215) 985-2962,mercatobyob.com,1,Italian;Mediterranean,4,Washington Square West
lucky__ last chance,4421 Main St,Philadelphia,PA,19127,(215) 509-6005,luckyslastchance.com,1,Bars;Burgers;Hot Dogs,4.5,Roxborough; Manayunk
szechuan dim sum restaurant,906 Arch St,Philadelphia,PA,19107,(215) 922-5588,dimsumszechuan.com,1,Szechuan,4,Chinatown
old nelson food company,701 Chestnut St,Philadelphia,PA,19176,(215) 627-7090,oldnelsonfood.com,0,Grocery;Delis;Sandwiches,4,Market East
melograno,2010 Sansom St,Philadelphia,PA,19103,(215) 875-8116,melogranorestaurant.com,1,Italian,4,Rittenhouse Square; Penn Center
square 1682,121 S 17th St,Philadelphia,PA,19103,(215) 563-5008,square1682.com,1,American (New);Breakfast & Brunch,3.5,Rittenhouse Square; Penn Center
same same,614 N 2nd S,Philadelphia,PA,19123,(215) 625-4575,samesamephilly.com,0,Vietnamese;Sandwiches,4,Spring Garden; Northern Liberties
the bishop__ collar,2349 Fairmount Ave,Philadelphia,PA,19130,(215) 765-1616,thecollar.us,1,American (New);Burgers;Bars,3.5,Fairmount; Art Museum District
cheu noodle bar,255 S 10th St,Philadelphia,PA,19107,(267) 639-4136,cheunoodlebar.com,1,Asian Fusion;Ramen;Tapas/Small Plates,4,Washington Square West
jamonera,105 S 13th St,Philadelphia,PA,19107,(215) 922-6061,jamonerarestaurant.com/jamone_,1,Wine Bars;Spanish,4,Market East
twenty manning grill,261 S 20th St,Philadelphia,PA,19103,(215) 731-0900,twentymanning.com,1,American (New),3.5,Rittenhouse Square
schlesinger__,1521 Locust St,Philadelphia,PA,19102,(215) 735-7305,schlesingersdeli.com,1,Delis,3.5,Rittenhouse Square
the farm and fisherman,1120 Pine St,Philadelphia,PA,19107,(267) 687-1555,thefarmandfisherman.com,1,American (New),4,Washington Square West
doc magrogan__ oyster house - philadelphia,3432 Sansom St,Philadelphia,PA,19104,(215) 382-3474,docmagrogans.com/philadelphia,1,Seafood;American (Traditional);Cocktail Bars,3,University City
las bugambilias,148 South St,Philadelphia,PA,19147,(215) 922-3190,lasbugambiliasphilly.com,1,Mexican,4,South Street District; Society Hill
royal tavern,937 E Passyunk Ave,Philadelphia,PA,19147,(215) 389-6694,royaltavern.com,1,American (New);Sandwiches,4,Bella Vista
city tap house - logan square,2 Logan Square,Philadelphia,PA,19103,(215) 587-9040,citytaphouselogan.com,1,"American (New);Beer, Wine & Spirits",4,Penn Center; Art Museum District; Logan Square
black & brew,1523 E Passyunk Ave,Philadelphia,PA,19147,(267) 639-6070,blackbrew.net,0,Coffee & Tea;Sandwiches;Breakfast & Brunch,4,East Passyunk Ave
tai lake restaurant,134 N 10th St,Philadelphia,PA,19107,(215) 922-0698,tailakeseafoodrest.com,1,Chinese,3.5,Chinatown
farmer__ keep,10 S 20th St,Philadelphia,PA,19103,(215) 309-2928,farmerskeep.com,1,Salad;Gluten-Free;American (New),4.5,Rittenhouse Square; Penn Center
rosa__ fresh pizza,25 S 11th St,Philadelphia,PA,19107,(215) 627-6727,rosasfreshpizza.com,0,Pizza,4.5,Market East
zavino,3200 Chestnut St,Philadelphia,PA,19104,(215) 823-6897,zavino.com,1,Pizza;Wine Bars,4.5,University City
ocean prime,124 S 15th St,Philadelphia,PA,19102,(215) 563-0163,oceanprimephilly.com,1,Cocktail Bars;Seafood;Steakhouses,4,Rittenhouse Square; Penn Center; Avenue of the Arts South
al zaytouna,906 Christian St,Philadelphia,PA,19147,(215) 574-5040,al-zaytouna.com,1,Middle Eastern;Mediterranean,4,Italian Market; Bella Vista
wishbone,4034 Walnut St,Philadelphia,PA,19104,(215) 921-3204,wishbonephilly.com,1,Chicken Wings;Comfort Food,3.5,University City; Spruce Hill
morgan__ pier,221 N Columbus Blvd,Philadelphia,PA,19123,(215) 279-7134,morganspier.com,1,American (New);Dance Clubs,3,Penn's Landing
profi__ crêperie,Reading Terminal Market 51 N 12th St,Philadelphia,PA,19107,(215) 592-9008,profiscreperie.com,0,Creperies;French,4,Market East
sabrina__ cafe,227 N 34th St,Philadelphia,PA,19104,(215) 222-1022,sabrinascafe.com,1,American (New);Breakfast & Brunch;Cafes,4,Powelton Village
ting wong restaurant,138 N 10th St,Philadelphia,PA,19107,(215) 928-1883,phillychinatown.com/tingwong._,0,Chinese;Asian Fusion,4,Chinatown
amis,412 S 13th St,Philadelphia,PA,19147,(215) 732-2647,amisphilly.com,1,Italian,4,Washington Square West; Avenue of the Arts South
primo hoagies,128 S 11th St,Philadelphia,PA,19107,(215) 925-4500,primohoagies.com,0,Sandwiches,4,Market East
zinc,246 S 11th St,Philadelphia,PA,19107,(215) 351-9901,zincbarphilly.com,1,French,4,Washington Square West
ela,627 S 3rd St,Philadelphia,PA,19147,(267) 687-8512,elaphilly.com,1,American (New),4,Queen Village
hummus grill,3931 Walnut St,Philadelphia,PA,19104,(215) 222-5300,hummusrestaurant.com,0,Middle Eastern;Vegetarian;Mediterranean,3.5,University City
the twisted tail,509 S 2nd St,Philadelphia,PA,19147,(215) 558-2471,thetwistedtail.com,1,American (New);Venues & Event Spaces,4,Society Hill
sweetgreen,924 Walnut St,Philadelphia,PA,19107,(215) 454-6770,sweetgreen.com,1,Salad,4,Market East
bistrot la minette,623 S 6th St,Philadelphia,PA,19147,(215) 925-8000,bistrotlaminette.com,1,French;Breakfast & Brunch,4.5,South Street District
hai street kitchen & co,32 S 18th St,Philadelphia,PA,19103,(215) 964-9465,haistreetkitchen.com/us,0,Japanese;Asian Fusion,4,Rittenhouse Square; Penn Center
continental mid-town,1801 Chesnut St,Philadelphia,PA,19103,(215) 567-1800,continentalmidtown.com,1,Lounges;American (New);Breakfast & Brunch,3.5,Rittenhouse Square; Penn Center
shake shack,3200 Chestnut St,Philadelphia,PA,19104,(267) 338-3464,shakeshack.com,1,Hot Dogs;Burgers;Ice Cream & Frozen Yogurt,3.5,University City
sketch,413 E Girard Ave,Philadelphia,PA,19125,(215) 634-3466,sketch-burger.com,1,Burgers,4,Fishtown
for pete__ sake,900 S Front St,Philadelphia,PA,19147,(215) 462-2230,forpetessakepub.com,1,American (Traditional);Pubs,4,Queen Village; Penn's Landing
john__ place,1529 Spring Garden St,Philadelphia,PA,19130,(215) 665-0972,johnsplacepa.com,0,Pizza;Breakfast & Brunch;Sandwiches,4,Spring Garden; Fairmount
pizzeria vetri,1939 Callowhill St,Philadelphia,PA,19130,(215) 600-2629,pizzeriavetri.com,1,Pizza;Italian,4,Spring Garden; Fairmount; Art Museum District; Logan Square
zento sushi and sake bar,132 Chestnut St Olde City,Philadelphia,PA,19106,(215) 925-9998,zentooldcity.com,1,Sushi Bars;Japanese,4,Old City
mumbai bistro,930 Locust St,Philadelphia,PA,19107,(215) 418-0444,mumbaibistro.com,0,Indian,4,Washington Square West
500 degrees,1504 Sansom St,Philadelphia,PA,19102,(215) 568-5000,500degrees.com,1,Burgers,3.5,Rittenhouse Square; Penn Center
the blind pig,702 N 2nd St,Philadelphia,PA,19123,(267) 639-4565,blindpigphilly.com,1,Pubs;American (Traditional),4,Northern Liberties
king tut restaurant and hookah bar,401 S 13th St,Philadelphia,PA,19147,(215) 735-8111,kingtutphilly.com,1,Middle Eastern;Mediterranean,3.5,Washington Square West
monk__ cafe,264 S 16th St,Philadelphia,PA,19102,(215) 545-7005,monkscafe.com,1,Pubs;Belgian;Gastropubs,4,Rittenhouse Square
jerry__ bar,129 Laurel St,Philadelphia,PA,19123,(267) 273-1632,jerrysbarphilly.com,1,American (New);Bars,4,Northern Liberties
franco__ pizza,2573 Tulip St,Philadelphia,PA,19125,(215) 425-9133,francospizzaplace.com,0,Pizza,4,Kensington
porcini,2048 Sansom St,Philadelphia,PA,19103,(215) 751-1175,porcinirestaurant.com,1,Italian,3.5,Rittenhouse Square; Penn Center
villa di roma,936 S 9th St,Philadelphia,PA,19147,(215) 592-1295,villadiroma.com,1,Italian,4,Italian Market; Bella Vista
the quick fixx,1511 South St,Philadelphia,PA,19146,(267) 273-1066,thequickfixx.com,1,Italian;Salad;Pizza,4,Rittenhouse Square
tres jalapenos,901 S 8th St,Philadelphia,PA,19147,(267) 239-2358,tresjalapenos.com,0,Mexican,3.5,Bella Vista
prime stache,110 Chestnut St,Philadelphia,PA,19106,(267) 886-8354,primestache.com,1,American (New),4,Old City
blackbird pizzeria,507 S 6th St,Philadelphia,PA,19147,(215) 625-6660,blackbirdpizzeria.com,0,Vegan;Pizza,4,Society Hill
karma,114 Chestnut St,Philadelphia,PA,19106,(215) 925-1444,karmaphiladelphia.com,1,Indian,4,Old City
nomad roman pizza,1305 Locust St,Philadelphia,PA,19107,(215) 644-9287,nomadpizzaco.com,1,Pizza,4,Washington Square West; Avenue of the Arts South
sakura mandarin,1038 Race St,Philadelphia,PA,19107,(215) 873-8338,sakuramandarin.com,1,Szechuan;Dim Sum;Sushi Bars,3.5,Chinatown
vic sushi bar,2035 Sansom St,Philadelphia,PA,19103,(215) 564-4339,vic-sushi.com,1,Sushi Bars;Japanese,4,Rittenhouse Square; Penn Center
savas,3505 Lancaster Ave,Philadelphia,PA,19104,(215) 222-7777,savaspizza.com,1,Pizza;American (Traditional),3,University City; Powelton Village
foodery,324 S 10th St,Philadelphia,PA,19102,(215) 928-1111,fooderybeer.com,1,"Delis;Beer, Wine & Spirits",3.5,Washington Square West
pure fare,119 S 21st St,Philadelphia,PA,19103,(267) 318-7441,purefare.com,1,Coffee & Tea;Gluten-Free,3.5,Rittenhouse Square; Penn Center
greek lady,222 S 40th St,Philadelphia,PA,19104,(215) 382-2600,greeklady.com,0,Greek;Breakfast & Brunch;Mediterranean,3.5,University City; Spruce Hill
nom nom ramen,20 S 18th St,Philadelphia,PA,19103,(215) 988-0898,nomnomramen.com,1,Ramen,3.5,Rittenhouse Square; Penn Center
green eggs cafe,212 S 13th St,Philadelphia,PA,19107,(267) 861-0314,greeneggscafe.com,1,Breakfast & Brunch,4,Washington Square West
gavin__ cafe,2536 Pine St,Philadelphia,PA,19103,(267) 519-2494,gavinscafe.com,1,Cafes,3.5,Rittenhouse Square; Fitler Square
finn mccool__ ale house,118 S 12th St,Philadelphia,PA,19107,(215) 923-3090,finnmccoolsphilly.com,1,Pubs;Sports Bars;American (Traditional),3,Market East
catahoula,775 S Front St,Philadelphia,PA,19147,(215) 271-9300,catahoulaphilly.com,1,Cajun/Creole;Bars;Breakfast & Brunch,4,Queen Village; Penn's Landing
founding fathers sports bar & grill,1612 South St,Philadelphia,PA,19146,(267) 519-0253,foundingfathersbar.com,1,Sports Bars;American (New),3.5,Rittenhouse Square
ralph's italian restaurant,760 S 9th St,Philadelphia,PA,19147,(215) 627-6011,ralphsrestaurant.com,1,Italian,3.5,Italian Market; Bella Vista
mix brick oven pizza,2101 Chestnut St,Philadelphia,PA,19103,(215) 568-3355,mixbrickovenpizza.com,1,Pizza,3.5,Rittenhouse Square; Penn Center
varga bar,941 Spruce St,Philadelphia,PA,19107,(215) 627-5200,vargabar.com,1,Gastropubs;Bars;American (New),3.5,Washington Square West
kabobeesh turkish restaurant,613 S 4th St,Philadelphia,PA,19147,(215) 413-0881,kabobeesh.com,1,Mediterranean;Turkish,3,Queen Village; South Street District
sassafras bar,48 S 2nd St,Philadelphia,PA,19106,(215) 925-2317,sassafrasbar.com,1,Bars;American (New),4,Old City
bridgewater__ pub,2955 Market St 30th Street Station,Philadelphia,PA,19104,(215) 387-4787,thepubin30thstreetstation.com,1,Bars;American (New),3.5,University City
world cafe live,3025 Walnut St,Philadelphia,PA,19104,(215) 222-1400,worldcafelive.com,1,Music Venues;American (New);Bars,4,University City
dos tacos,120 S 15th St,Philadelphia,PA,19102,(215) 567-8226,dostacosphilly.com,1,Mexican,3.5,Rittenhouse Square; Penn Center
lorenzo & son pizza,305 S St,Philadelphia,PA,19147,(215) 800-1942,lorenzoandsons.com,0,Pizza;Italian,3.5,Society Hill
in riva,4116 Ridge Ave,Philadelphia,PA,19129,(215) 438-4848,in-riva.com,1,Italian;Pizza,4.5,East Falls
xi__n cuisine,120 Chestnut St,Philadelphia,PA,19106,(215) 627-1688,xiancuisine.com,1,Karaoke;Lounges;Chinese,3.5,Old City
nook bakery & coffee bar,15 S 20th St,Philadelphia,PA,19103,(215) 496-9033,nookbakeryandcoffee.com,0,Coffee & Tea;Italian,4.5,Rittenhouse Square; Penn Center
marathon on the square,1839 Spruce St,Philadelphia,PA,19103,(215) 731-0800,eatmarathon.com,1,American (New);Breakfast & Brunch;Barbeque,3,Rittenhouse Square
mercer cafe,2619 E Westmoreland St,Philadelphia,PA,19134,(215) 426-2153,mercercafephilly.com,1,Cafes;Breakfast & Brunch,4.5,Kensington
indian cuisine,1939 Arch St,Philadelphia,PA,19103,(267) 761-9144,indiancuisinepa.com,1,Indian,4,Penn Center; Logan Square
t-swirl crepe,150 N 10th St,Philadelphia,PA,19107,(215) 238-0111,t-swirlcrepe.com,0,Coffee & Tea;Salad;Creperies,3.5,Chinatown
good karma cafe,2319 Walnut St,Philadelphia,PA,19103,(267) 239-2068,thegoodkarmacafe.com,0,Cafes,4.5,Rittenhouse Square; Penn Center
zama,128 S 19th St,Philadelphia,PA,19103,(215) 568-1027,zamaphilly.com,1,Sushi Bars;Japanese,4,Rittenhouse Square; Penn Center
santucci__ original square pizza,901 S 10th St,Philadelphia,PA,19147,(215) 825-5304,santuccispizza.com,1,Pizza;Italian;Breakfast & Brunch,4,Bella Vista
redwood,340 South St,Philadelphia,PA,19147,(215) 238-1512,redwoodphilly.com,1,American (New);Breakfast & Brunch;Bars,3.5,South Street District; Society Hill
city tavern,138 S 2nd St,Philadelphia,PA,19106,(215) 413-1443,citytavern.com,1,American (Traditional);Comfort Food;Venues & Event Spaces,4,Old City
tsuki sushi,2135 Walnut St,Philadelphia,PA,19103,(215) 561-5666,tsuki-sushi.com,1,Sushi Bars;Japanese,3.5,Rittenhouse Square; Penn Center
soy cafe,630 N 2nd St,Philadelphia,PA,19123,(215) 922-1003,mysoycafe.com,0,Coffee & Tea;Vegetarian;Vegan,4.5,Northern Liberties
sarcone__ deli,734 S 9th St,Philadelphia,PA,19147,(215) 922-1717,sarconesdeli.com,0,Delis;Sandwiches;Bakeries,4,Italian Market; Bella Vista
miles table,1620 South St,Philadelphia,PA,19146,(267) 318-7337,milestable.com,1,American (Traditional);Coffee & Tea;Breakfast & Brunch,4.5,Rittenhouse Square
the sidecar bar & grille,2201 Christian St,Philadelphia,PA,19146,(215) 732-3429,thesidecarbar.com,1,Bars;Gastropubs,4,Graduate Hospital
the fat ham,3131 Walnut St,Philadelphia,PA,19104,(215) 735-1914,sbragadining.com/fatham,1,Southern;Tapas/Small Plates,4,University City
green eggs cafe,1306 Dickinson St,Philadelphia,PA,19147,(215) 226-3447,greeneggscafe.com,1,Breakfast & Brunch;American (New),4,Newbold
nom wah tea parlor,218 N 13th St,Philadelphia,PA,19107,(267) 519-2889,nomwah.com,1,Dim Sum;Desserts;Coffee & Tea,4,Penn Center; Avenue of the Arts North
sabrina__ cafe,910 Christian St,Philadelphia,PA,19147,(215) 574-1599,sabrinascafe.com,1,Breakfast & Brunch;Diners,4,Italian Market; Bella Vista
cafe fulya,727 S 2nd St,Philadelphia,PA,19147,(267) 909-9937,cafefulya.com,0,Coffee & Tea;Turkish;Bakeries,4,Queen Village
vernick food & drink,2031 Walnut St,Philadelphia,PA,19103,(267) 639-6644,vernickphilly.com,1,American (New),4.5,Rittenhouse Square; Penn Center
bufad,1240 Spring Garden St,Philadelphia,PA,19123,(215) 238-9311,bufadpizza.com,1,Pizza;Italian,4,Spring Garden; Callowhill
tattooed mom,530 South St,Philadelphia,PA,19147,(215) 238-9880,tattooedmomphilly.com,0,Dive Bars;American (New),4,Queen Village; South Street District; Society Hill
ten stone bar & restaurant,2063 South St,Philadelphia,PA,19146,(215) 735-9939,tenstone.com,1,American (New);Pubs,3,Rittenhouse Square
capofitto,233 Chestnut St,Philadelphia,PA,19106,(215) 897-9999,capofittoforno.com,1,Gelato;Pizza;Breakfast & Brunch,4.5,Old City
barbuzzo,110 S 13th St,Philadelphia,PA,19107,(215) 546-9300,barbuzzo.com,1,Mediterranean;Pizza,4.5,Market East; Avenue of the Arts South
ekta indian cuisine,250 E Girard Ave,Philadelphia,PA,19125,(215) 426-2277,ektaindianrestaurant.com,1,Indian,4,Fishtown
hai street kitchen & co,125 S 40th St,Philadelphia,PA,19104,(215) 349-9482,haistreetkitchen.com/us,1,Japanese;Asian Fusion,3.5,University City
han dynasty,3711 Market St,Philadelphia,PA,19104,(215) 222-3711,handynasty.net,1,Szechuan,4,University City; Powelton Village
bar bombon,133 S 18th St,Philadelphia,PA,19103,(267) 606-6612,barbombon.com,1,Vegetarian,3.5,Rittenhouse Square; Penn Center
good dog bar,224 S 15th St,Philadelphia,PA,19102,(215) 985-9600,gooddogbar.com,1,Pubs;Burgers,4,Rittenhouse Square; Avenue of the Arts South
sbraga,440 S Broad St,Philadelphia,PA,19146,(215) 735-1913,sbraga.com,1,American (New),4,Rittenhouse Square; Avenue of the Arts South
fox and hound,1501 Spruce St,Philadelphia,PA,19102,(215) 732-8610,foxandhound.com,1,Sports Bars;American (Traditional),3,Rittenhouse Square
nina__ trattoria,910 S 9th St,Philadelphia,PA,19147,(215) 574-0990,ninastrattoria.com,1,Italian,3.5,Italian Market; Bella Vista
the boyler room,328 South St,Philadelphia,PA,19147,(215) 413-8294,theboylerroom.com,0,Irish;Pubs,4,South Street District; Society Hill
sumo sushi,337 S Broad St,Philadelphia,PA,19107,(215) 985-1115,sumosushiphiladelphia.com,1,Sushi Bars,4,Washington Square West; Avenue of the Arts South
alma de cuba,1623 Walnut St,Philadelphia,PA,19103,(215) 988-1799,almadecubarestaurant.com,1,Latin American;Caribbean,4,Rittenhouse Square; Penn Center
the treemont,231 S 15th St,Philadelphia,PA,19102,(267) 687-2237,thetreemont.com,1,American (New),4,Rittenhouse Square; Avenue of the Arts South
the original turkey,Reading Terminal Market 45 N 12th St,Philadelphia,PA,19107,(215) 925-5598,theoriginalturkey.com,0,American (Traditional);Sandwiches,4.5,Market East
gran caffe l__quila,1716 Chestnut St,Philadelphia,PA,19103,(215) 568-5600,grancaffelaquila.com,1,Coffee & Tea;Italian;Bakeries,4.5,Rittenhouse Square; Penn Center
interstate drafthouse,1235 E Palmer St,Philadelphia,PA,19125,(267) 455-0045,interstatedrafthouse.com,1,Southern;Bars,4,Fishtown
volvér,300 S Broad St,Philadelphia,PA,19102,(215) 670-2303,philadelphia.volverrestaurant_,1,Tapas/Small Plates,4,Rittenhouse Square; Avenue of the Arts South
mixto,1141 Pine St,Philadelphia,PA,19107,(215) 592-0363,mixtorestaurante.com,1,Latin American;Caribbean;Cuban,4,Washington Square West
the happy rooster,118 S 16th St,Philadelphia,PA,19102,(215) 963-9311,thehappyrooster.com,1,American (New);Pubs,3.5,Rittenhouse Square; Penn Center
vintage wine bar,129 S 13th St,Philadelphia,PA,19107,(215) 922-3095,vintage-philadelphia.com,1,Wine Bars;French,4,Market East
rotisseur,102 S 21st St,Philadelphia,PA,19103,(215) 496-9494,rotisseur.net,1,American (New);Vietnamese;Sandwiches,4,Rittenhouse Square; Penn Center
white dog cafe,3420 Sansom St,Philadelphia,PA,19104,(215) 386-9224,whitedog.com,1,American (New);Breakfast & Brunch,4,University City
evil eye café,628 South Street,Philadelphia,PA,19147,(267) 475-9328,cafeevileye.com,0,Cafes;Bakeries;Caterers,4.5,South Street District; Society Hill
fergie__ pub,1214 Sansom St,Philadelphia,PA,19107,(215) 928-8118,fergies.com,1,Pubs;Irish,3.5,Market East
cook and shaker,2301 E Albert St,Philadelphia,PA,19125,(215) 426-2665,cookandshaker.com,1,Comfort Food;American (New);Cocktail Bars,4.5,Kensington
the plough & the stars,123 Chestnut St,Philadelphia,PA,19106,(215) 733-0300,ploughstars.com,1,Irish;Gastropubs,3.5,Old City
new york gyro place,4407 Chestnut St,Philadelphia,PA,19104,(215) 222-1212,newyorkgyroplace.com,0,Halal;Greek;Pakistani,4,University City; Spruce Hill
whetstone tavern,700 S 5th St,Philadelphia,PA,19147,(267) 239-0906,whetstonetavern.com,1,American (Traditional);American (New);Bars,4,Queen Village
rouge,205 S 18th St,Philadelphia,PA,19103,(215) 732-6622,rouge98.com,1,Breakfast & Brunch;Burgers;Lounges,3.5,Rittenhouse Square
vietnam house,901 Race St,Philadelphia,PA,19107,(484) 455-4779,vietnamhousepa.com,0,Vietnamese,3.5,Chinatown
jet wine bar,1525 South St,Philadelphia,PA,19146,(215) 735-1116,jetwinebar.com,1,Wine Bars;Sandwiches,4,Rittenhouse Square
"parc restaurant, bistro & cafe",227 S 18th St,Philadelphia,PA,19103,(215) 545-2262,parc-restaurant.com,1,French;American (New);Cafes,4,Rittenhouse Square
entree byob,1608 South St,Philadelphia,PA,19146,(215) 790-0330,entreebyob.com,1,American (New);Comfort Food;Italian,4.5,Rittenhouse Square
lascala__,1701 John F Kennedy Blvd,Philadelphia,PA,19103,(215) 963-9399,lascalasphilly.com,1,Italian;Pizza;Salad,4,Penn Center; Art Museum District; Logan Square
zorba__ taverna,2230 Fairmount Ave,Philadelphia,PA,19130,(215) 978-5990,zorbastavern.com,1,Greek,4,Fairmount; Art Museum District
wokworks,1935 Chestnut St,Philadelphia,PA,19103,(215) 644-9127,wokworks.com,1,Fast Food;Asian Fusion,3.5,Rittenhouse Square; Penn Center
brauhaus schmitz,718 South St,Philadelphia,PA,19147,(267) 909-8814,brauhausschmitz.com,1,German;Bars,4,Washington Square West; Society Hill
talluto__ authentic italian food,944 S 9th St,Philadelphia,PA,19147,(215) 627-4967,tallutos.com,1,Italian;Ethnic Food,4.5,Italian Market; Bella Vista
high street on market,308 Market St,Philadelphia,PA,19106,(215) 625-0988,highstreetonmarket.com,1,Cafes;American (New),4,Old City
south street diner,140 South St,Philadelphia,PA,19147,(215) 627-5258,southstreetdinerphilly.com,0,Diners,3,South Street District; Society Hill
reading terminal market,51 N 12th St,Philadelphia,PA,19107,(215) 922-2317,readingterminalmarket.org,1,Farmers Market;Food Court,4.5,Market East
fogo de chão brazilian steakhouse,1337 Chesnut St,Philadelphia,PA,19107,(215) 636-9700,Fogo.com,1,Brazilian;Steakhouses;Seafood,4.5,Penn Center; Market East; Avenue of the Arts South
estia,1405 Locust St,Philadelphia,PA,19102,(215) 735-7700,estiarestaurant.com,1,Greek;Mediterranean,4,Rittenhouse Square; Avenue of the Arts South
lolita,106 S 13th St,Philadelphia,PA,19107,(215) 546-7100,lolitaphilly.com,1,Mexican,4,Market East; Avenue of the Arts South
fiorino,3572 Indian Queen Ln,Philadelphia,PA,19129,(215) 843-1500,fiorino.us,1,American (New);Italian,4.5,East Falls
crabby cafe and sports bar,1050 N Hancock St Unit 1,Philadelphia,PA,19123,(267) 684-5377,crabbycafebar.com,1,Cajun/Creole;Seafood;Sports Bars,3.5,Northern Liberties
me ___ mo,214 South St,Philadelphia,PA,19147,(267) 928-3262,menmophilly.com,1,Italian,4,South Street District; Society Hill
sang kee noodle house,3549 Chestnut St,Philadelphia,PA,19104,(484) 845-3018,sangkeenoodlehouse.com,1,Chinese;Ethnic Food,3,University City
green line cafe - powelton village,3649 Lancaster Ave,Philadelphia,PA,19104,(215) 382-2143,greenlinecafe.com,0,Coffee & Tea;Bagels;Breakfast & Brunch,4,Powelton Village
la fourno ristorante trattoria,636 South St,Philadelphia,PA,19147,(215) 627-9000,lafourno.com,1,Pizza;Italian,4,South Street District; Society Hill
eat-a-pita,128 S 12th St,Philadelphia,PA,19107,(215) 925-7482,eatapitaphilly.com,0,American (New),4,Market East
effie__,1127 Pine St,Philadelphia,PA,19107,(215) 592-8333,effiesrestaurant.com,1,Greek;Mediterranean,3.5,Washington Square West
london grill,2301 Fairmount Ave,Philadelphia,PA,19130,(215) 978-4545,londongrill.com,1,American (New),3,Fairmount; Art Museum District
philadelphia chutney company,1628 Sansom St,Philadelphia,PA,19103,(215) 564-6446,philadelphiachutneyco.com,0,Indian,3.5,Rittenhouse Square; Penn Center
bierstube german tavern,206 Market St,Philadelphia,PA,19106,(215) 922-2958,mybierstube.com,1,German;American (New);Bars,3.5,Old City
tria fitler square,2227 Pine St,Philadelphia,PA,19103,(215) 309-2245,triacafe.com,1,Wine Bars;Modern European,4.5,Rittenhouse Square; Fitler Square
swiss haus bakery,35 S 19th St,Philadelphia,PA,19103,(215) 563-0759,swisshausbakery.com,1,Bakeries;Coffee & Tea;Kosher,4,Rittenhouse Square; Penn Center
kabukiza sushi,45 N 13th St,Philadelphia,PA,19107,(215) 567-8600,kabukisushiphilly.com,1,Sushi Bars;Japanese,4,Market East
golden triangle,610 S 5th St,Philadelphia,PA,19147,(267) 930-7990,goldentrianglephilly.com,1,Asian Fusion,5,Queen Village; South Street District
village whiskey,118 S 20th St,Philadelphia,PA,19103,(215) 665-1088,philadelphia.villagewhiskey.c_,1,American (New);Burgers,4,Rittenhouse Square; Penn Center
pietro__ coal oven pizzeria,121 South St,Philadelphia,PA,19147,(215) 733-0675,pietrospizza.com,1,Pizza;Italian,4,Society Hill
old nelson food company,2000 Chestnut St,Philadelphia,PA,19103,(215) 496-9777,oldnelsonfood.com,0,Grocery;Delis,4,Rittenhouse Square; Penn Center
ti penso,2108 South St,Philadelphia,PA,19146,(215) 735-4200,tipensophiladelphia.com,1,American (New),4.5,Graduate Hospital
picnic,3131 Walnut St,Philadelphia,PA,19104,(215) 222-1608,picniceats.com,0,Caterers;American (New);Sandwiches,4.5,University City
