age,workclass,education,maritalstatus,occupation,race,sex,hoursperweek,country,income
31-50,Private,Some-college,Divorced,Sales,White,Male,52,United-States,LessThan50K
31-50,Private,HS-grad,Divorced,Exec-managerial,White,Female,40,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,44,United-States,LessThan50K
31-50,Private,1st-4th,Married-civ-spouse,Machine-op-inspct,White,Male,40,Mexico,LessThan50K
31-50,Private,10th,Married-civ-spouse,Adm-clerical,White,Female,30,United-States,LessThan50K
31-50,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,50,Canada,MoreThan50K
31-50,Private,HS-grad,Divorced,Machine-op-inspct,White,Male,40,United-States,LessThan50K
31-50,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Female,50,United-States,MoreThan50K
31-50,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Tech-support,White,Male,40,United-States,LessThan50K
31-50,Private,HS-grad,Divorced,Tech-support,White,Female,40,United-States,LessThan50K
31-50,Private,5th-6th,Married-civ-spouse,Other-service,Other,Male,40,Nicaragua,LessThan50K
31-50,Private,Some-college,Married-civ-spouse,Transport-moving,White,Male,54,United-States,LessThan50K**
31-50,State-gov,Masters,Never-married,Prof-specialty,White,Male,40,United-States,LessanTh50K
31-50,Private,Some-college,Never-married,Prof-specialty,White,Female,45,United-States,LessThan50K
31-50,Private,Some-college,Married-civ-spouse,Sales,White,Male,35,United-States,MoreThan50K
31-50,Private,HS-grad,Never-married,Sales,Black,Female,40,United-States,LessThan50K
31-50,Private,Bachelors,Married-civ-spouse,Sales,White,Male,40,United-States,MoreThan50K**
31-50,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Male,45,United-States,LessThan50K
31-50,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,60,United-States,MoreThan50K**
31-50,State-gov,HS-grad,Married-civ-spouse,Adm-clerical,White,Female,40,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Male,40,United-States,MoreThan50K
31-50,Private,1st-4th,Married-civ-spouse,Machine-op-inspct,White,Male,40,Mexico,LessThan50K**
31-50,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,60,United-States,LessThan50K
31-50,Private,HS-grad,Separated,Other-service,White,Female,40,Mexico,LessThan50K
31-50,Private,HS-grad,Divorced,Craft-repair,White,Male,40,United-States,LessThan50K
31-50,Private,Bachelors,Married-civ-spouse,Sales,White,Male,45,United-States,MoreThan50K
31-50,Private,Prof-school,Divorced,Prof-specialty,White,Female,38,United-States,Lessan50K
31-50,Private,HS-grad,Divorced,Handlers-cleaners,White,Male,48,United-States,LessThan50K
31-50,State-gov,Some-college,Divorced,Adm-clerical,White,Female,40,United-States,LessThan50K
31-50,Private,HS-grad,Married-spouse-absent,Transport-moving,Black,Male,50,United-States,LessThan50K
31-50,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,MoreThan50K
31-50,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,White,Male,40,United-States,LessThan50K
31-50,Private,HS-grad,Married-spouse-absent,Adm-clerical,White,Male,52,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Transport-moving,White,Male,40,United-States,MoreThan50K
31-50,Private,Some-college,Divorced,Prof-specialty,White,Female,40,United-States,LessThan50K
31-50,Private,Some-college,Divorced,Exec-managerial,White,Female,45,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Adm-clerical,White,Female,36,United-States,MoreThan50K**
31-50,Private,Some-college,Divorced,Adm-clerical,White,Female,40,United-States,LessThan50K
31-50,Private,HS-grad,Never-married,Adm-clerical,White,Female,35,United-States,LessThan50K
31-50,State-gov,HS-grad,Divorced,Adm-clerical,White,Male,40,United-States,LessThan50K
31-50,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,White,Male,50,United-States,LessThan50K
31-50,Federal-gov,Assoc-voc,Divorced,Exec-managerial,White,Male,40,United-States,Lessan50K
31-50,Local-gov,Assoc-voc,Divorced,Prof-specialty,White,Female,50,United-States,LessThan50K
31-50,State-gov,Doctorate,Divorced,Prof-specialty,White,Female,60,United-States,MoreThan50K
31-50,Private,HS-grad,Never-married,Priv-house-serv,White,Female,40,?,LessThan50K
31-50,Federal-gov,HS-grad,Divorced,Adm-clerical,Black,Male,40,United-States,LessThan50K
31-50,State-gov,Doctorate,Never-married,Exec-managerial,White,Female,40,Italy,MoreThan50K
31-50,Private,HS-grad,Married-civ-spouse,Transport-moving,White,Male,50,United-States,LessThan50K
31-50,Private,HS-grad,Divorced,Exec-managerial,White,Female,45,United-States,LessanTh50K
31-50,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Female,40,United-States,MoreThan50K
31-50,State-gov,HS-grad,Married-civ-spouse,Transport-moving,Amer-Indian-Eskimo,Male,40,United-States,LessThan50K
31-50,Private,Some-college,Divorced,Adm-clerical,White,Female,38,United-States,LessThan50K
31-50,Private,HS-grad,Divorced,Other-service,White,Female,15,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Male,40,United-States,LessThan50K
31-50,Private,Prof-school,Married-civ-spouse,Sales,Amer-Indian-Eskimo,Female,40,South,MoreThan50K
31-50,Local-gov,Masters,Married-civ-spouse,Prof-specialty,White,Female,38,United-States,MoreThan50K
31-50,Private,Bachelors,Married-civ-spouse,Adm-clerical,White,Female,40,United-States,MoreThan50K
31-50,Private,Some-college,Divorced,Adm-clerical,White,Female,40,United-States,LessThan50K
31-50,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,MoreThan50K
31-50,Private,Preschool,Married-civ-spouse,Craft-repair,White,Male,40,Nicaragua,LessThan50K
31-50,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,White,Male,45,United-States,LessThan50K
31-50,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,45,United-States,MoreThan50K
31-50,Local-gov,HS-grad,Separated,Other-service,Black,Female,60,?,LessThan50K
31-50,Local-gov,7th-8th,Married-civ-spouse,Craft-repair,White,Male,40,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Male,40,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Transport-moving,White,Male,30,United-States,LessThan50K
31-50,Private,Some-college,Married-civ-spouse,Craft-repair,White,Male,44,United-States,MoreThan50K**
31-50,Private,Masters,Married-civ-spouse,Tech-support,Asian-Pac-Islander,Male,40,United-States,MoreThan50K
31-50,Local-gov,Bachelors,Never-married,Prof-specialty,White,Female,40,United-States,MoreThan50K
31-50,Private,Assoc-acdm,Divorced,Exec-managerial,Black,Male,40,United-States,LessThan50K
31-50,Private,HS-grad,Married-spouse-absent,Adm-clerical,White,Female,40,United-States,LessThan50K
31-50,Local-gov,Some-college,Divorced,Adm-clerical,White,Female,18-21,United-States,LessThan50K
31-50,Private,HS-grad,Divorced,Other-service,Asian-Pac-Islander,Male,40,Philippines,LessThan50K
31-50,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,MoreThan50K
31-50,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,White,Female,40,United-States,MoreThan50K
31-50,Private,Some-college,Married-civ-spouse,Sales,White,Male,50,United-States,MoreThan50K
31-50,Private,Some-college,Married-civ-spouse,Machine-op-inspct,White,Male,40,Mexico,LessThan50K
31-50,Private,Some-college,Married-civ-spouse,Tech-support,Black,Male,40,Jamaica,MoreThan50K
31-50,Private,Some-college,Married-civ-spouse,Tech-support,Black,Female,40,United-States,Lessan50K
31-50,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,40,United-States,LessThan50K
31-50,State-gov,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,70,United-States,MoreThan50K
31-50,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,40,United-States,MoreThan50K
31-50,Private,Bachelors,Never-married,Adm-clerical,White,Female,40,United-States,LessThan50K
31-50,Private,Some-college,Married-civ-spouse,Craft-repair,White,Male,40,United-States,LessThan50K
31-50,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Asian-Pac-Islander,Female,60,South,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,40,United-States,MoreThan50K
31-50,Private,Assoc-acdm,Married-civ-spouse,Sales,Black,Male,60,United-States,LessThan50K
31-50,State-gov,HS-grad,Married-spouse-absent,Exec-managerial,White,Female,40,United-States,LessThan50K
31-50,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Male,40,?,MoreThan50K**
31-50,Private,Doctorate,Married-civ-spouse,Prof-specialty,White,Male,55,United-States,MoreThan50K**
31-50,Private,5th-6th,Separated,Machine-op-inspct,White,Female,40,Mexico,LessThan50K
31-50,Local-gov,12th,Married-civ-spouse,Transport-moving,White,Male,40,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,55,United-States,LessThan50K
31-50,Private,Bachelors,Never-married,Exec-managerial,Black,Female,50,United-States,MoreThan50K
31-50,Private,Bachelors,Married-civ-spouse,Other-service,White,Male,40,United-States,LessThan50K
31-50,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,White,Male,15,United-States,MoreThan50K
31-50,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Male,48,United-States,Lessan50K**
31-50,Private,HS-grad,Never-married,Craft-repair,White,Male,40,United-States,MoreThan50K
31-50,Local-gov,Bachelors,Married-civ-spouse,Adm-clerical,White,Male,40,United-States,LessThan50K
31-50,Private,11th,Divorced,Machine-op-inspct,Black,Female,40,United-States,LessThan50K
31-50,Private,HS-grad,Divorced,Sales,White,Female,60,United-States,LessThan50K
31-50,Private,Masters,Married-civ-spouse,Craft-repair,Black,Male,40,United-States,LessThan50K
31-50,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,White,Male,50,United-States,MoreThan50K
31-50,State-gov,Masters,Never-married,Adm-clerical,Black,Female,52,United-States,LessThan50K**
31-50,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,60,United-States,LessThan50K
31-50,Private,7th-8th,Married-civ-spouse,Craft-repair,White,Male,35,United-States,LessThan50K
31-50,Self-emp-not-inc,Some-college,Divorced,Farming-fishing,White,Male,40,United-States,LessThan50K
31-50,Self-emp-inc,Some-college,Divorced,Machine-op-inspct,White,Male,60,United-States,Lessan50K
31-50,Private,Some-college,Married-civ-spouse,Machine-op-inspct,White,Male,40,United-States,LessThan50K
31-50,State-gov,Masters,Married-civ-spouse,Prof-specialty,White,Male,60,United-States,MoreThan50K
31-50,Private,Bachelors,Married-civ-spouse,Exec-managerial,Black,Male,35,United-States,MoreThan50K
31-50,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,White,Male,40,United-States,MoreThan50K**
31-50,Private,Some-college,Never-married,Other-service,White,Male,35,United-States,LessThan50K
31-50,Private,Bachelors,Married-civ-spouse,Sales,White,Male,40,United-States,MoreThan50K
31-50,Private,Some-college,Married-civ-spouse,Exec-managerial,White,Female,70,United-States,MoreThan50K
31-50,Private,Assoc-acdm,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,MoreThan50K
31-50,Private,HS-grad,Divorced,Other-service,White,Male,37,United-States,LessThan50K
31-50,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,45,United-States,MoreThan50K
31-50,Private,Assoc-voc,Separated,Prof-specialty,White,Female,40,Dominican-Republic,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Transport-moving,White,Male,40,United-States,MoreThan50K
31-50,Private,Prof-school,Divorced,Prof-specialty,White,Male,45,United-States,MoreThan50K
31-50,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,60,United-States,LessanTh50K
31-50,Private,Bachelors,Married-civ-spouse,Transport-moving,White,Male,55,United-States,LessThan50K
31-50,Private,Bachelors,Never-married,Prof-specialty,White,Female,45,United-States,LessThan50K**
31-50,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,55,United-States,MoreThan50K
31-50,Private,HS-grad,Divorced,Other-service,White,Female,32,United-States,LessThan50K
31-50,Private,Bachelors,Married-civ-spouse,Craft-repair,White,Male,40,United-States,MoreThan50K
31-50,Private,HS-grad,Divorced,Adm-clerical,White,Female,40,United-States,LessThan50K
31-50,Private,Some-college,Married-civ-spouse,Sales,White,Male,60,United-States,MoreThan50K
31-50,Federal-gov,Assoc-acdm,Married-civ-spouse,Protective-serv,White,Male,72,United-States,MoreThan50K
31-50,Private,HS-grad,Never-married,Sales,White,Female,35,United-States,LessThan50K
31-50,Private,Assoc-acdm,Never-married,Farming-fishing,White,Male,40,United-States,LessThan50K
31-50,Private,Masters,Married-civ-spouse,Tech-support,White,Male,50,United-States,MoreThan50K
31-50,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,White,Male,70,United-States,LessThan50K
31-50,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Black,Female,50,United-States,MoreThan50K
31-50,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,White,Male,60,United-States,LessThan50K
31-50,Private,Some-college,Divorced,Handlers-cleaners,White,Female,40,United-States,LessThan50K
31-50,?,Some-college,Married-civ-spouse,?,Black,Female,40,United-States,LessThan50K
31-50,Private,Masters,Divorced,Prof-specialty,White,Male,45,United-States,LessThan50K
31-50,Private,Masters,Never-married,Adm-clerical,Asian-Pac-Islander,Female,40,Philippines,LessThan50K
31-50,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,55,United-States,MoreThan50K
31-50,Self-emp-not-inc,Some-college,Never-married,Farming-fishing,White,Male,50,United-States,LessThan50K**
31-50,Local-gov,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,MoreThan50K
31-50,Self-emp-inc,Some-college,Married-civ-spouse,Sales,White,Male,30,United-States,LessThan50K
31-50,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Male,40,China,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,40,United-States,LessThan50K
31-50,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,60,United-States,MoreThan50K
31-50,Private,HS-grad,Separated,Machine-op-inspct,Black,Female,40,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Male,45,United-States,MoreThan50K
31-50,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,MoreThan50K
31-50,Private,Some-college,Divorced,Adm-clerical,Black,Female,32,United-States,LessThan50K
31-50,Private,Some-college,Divorced,Other-service,White,Female,50,United-States,LessThan50K
31-50,Private,Some-college,Divorced,Adm-clerical,White,Female,45,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Black,Male,35,United-States,LessThan50K
31-50,Private,Some-college,Divorced,Exec-managerial,White,Female,40,United-States,LessThan50K
31-50,Private,HS-grad,Never-married,Sales,White,Female,18-21,United-States,LessThan50K
31-50,Private,Some-college,Divorced,Craft-repair,White,Male,56,United-States,MoreThan50K
31-50,Private,Some-college,Divorced,Other-service,White,Female,40,United-States,LessThan50K
31-50,Private,10th,Divorced,Sales,White,Female,40,United-States,LessThan50K
31-50,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Black,Male,18-21,United-States,LessThan50K**
31-50,Private,Bachelors,Never-married,Prof-specialty,White,Female,40,United-States,MoreThan50K
31-50,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,55,United-States,MoreThan50K
31-50,Private,Bachelors,Divorced,Sales,White,Male,60,United-States,MoreThan50K
31-50,Private,HS-grad,Divorced,Adm-clerical,White,Female,40,United-States,LessThan50K
31-50,Private,Some-college,Married-civ-spouse,Transport-moving,White,Male,40,United-States,LessThan50K
31-50,Private,Some-college,Never-married,Other-service,White,Male,40,United-States,LessThan50K
31-50,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,MoreThan50K
31-50,Local-gov,Masters,Divorced,Exec-managerial,White,Male,50,United-States,MoreThan50K
31-50,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,White,Male,40,United-States,LessThan50K
31-50,State-gov,HS-grad,Never-married,Other-service,Black,Female,40,United-States,LessThan50K
31-50,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,MoreThan50K
31-50,Private,Assoc-acdm,Married-civ-spouse,Tech-support,White,Male,40,United-States,MoreThan50K
31-50,Private,Masters,Never-married,Exec-managerial,White,Male,40,United-States,LessThan50K
31-50,Local-gov,Masters,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,MoreThan50K
31-50,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,MoreThan50K
31-50,Private,Some-college,Married-civ-spouse,Adm-clerical,White,Male,40,United-States,MoreThan50K
31-50,Local-gov,11th,Married-civ-spouse,Transport-moving,White,Male,30,United-States,LessThan50K
31-50,Private,7th-8th,Married-civ-spouse,Craft-repair,White,Male,47,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Male,40,United-States,MoreThan50K
31-50,Private,HS-grad,Married-civ-spouse,Transport-moving,White,Male,40,United-States,MoreThan50K
31-50,Private,5th-6th,Never-married,Machine-op-inspct,White,Female,40,Dominican-Republic,LessThan50K
31-50,State-gov,Some-college,Married-civ-spouse,Exec-managerial,White,Male,38,United-States,MoreThan50K
31-50,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,65,United-States,MoreThan50K
31-50,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,MoreThan50K
31-50,Self-emp-not-inc,Masters,Never-married,Exec-managerial,White,Male,25,United-States,LessThan50K
31-50,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,White,Male,50,United-States,MoreThan50K
31-50,Private,1st-4th,Separated,Other-service,White,Female,40,Mexico,LessThan50K
31-50,Private,Bachelors,Divorced,Prof-specialty,White,Male,40,United-States,LessThan50K
31-50,Private,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,MoreThan50K
31-50,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Male,43,United-States,MoreThan50K
31-50,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,80,United-States,MoreThan50K
31-50,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,40,United-States,LessThan50K
31-50,Private,10th,Divorced,Adm-clerical,Black,Male,40,United-States,LessThan50K
31-50,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,MoreThan50K
31-50,Private,HS-grad,Divorced,Craft-repair,White,Male,40,United-States,LessThan50K
31-50,Federal-gov,Assoc-voc,Divorced,Craft-repair,Amer-Indian-Eskimo,Female,60,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Other-service,Black,Male,40,United-States,LessThan50K
31-50,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,White,Male,44,United-States,LessThan50K
31-50,Private,HS-grad,Divorced,Handlers-cleaners,White,Male,40,United-States,LessThan50K
31-50,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,White,Female,40,United-States,LessThan50K
31-50,Private,Some-college,Married-civ-spouse,Sales,White,Male,40,United-States,LessThan50K
31-50,Self-emp-not-inc,7th-8th,Married-civ-spouse,Exec-managerial,White,Male,55,United-States,Morean50K
31-50,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,White,Male,18-21,United-States,MoreThan50K
31-50,?,HS-grad,Married-civ-spouse,?,White,Male,40,United-States,LessThan50K
31-50,Private,HS-grad,Separated,Craft-repair,White,Male,40,United-States,Lessan50K
31-50,Private,9th,Never-married,Other-service,White,Female,50,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Sales,White,Male,40,United-States,LessThan50K
31-50,Private,Assoc-voc,Married-civ-spouse,Craft-repair,White,Male,40,United-States,MoreThan50K
31-50,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,White,Male,40,United-States,LessThan50K**
31-50,Private,Bachelors,Married-civ-spouse,Other-service,White,Male,40,El-Salvador,LessThan50K
31-50,Self-emp-not-inc,Bachelors,Married-civ-spouse,Farming-fishing,White,Male,60,United-States,LessThan50K
31-50,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,LessThan50K
31-50,State-gov,Masters,Married-civ-spouse,Exec-managerial,White,Male,47,United-States,MoreThan50K
31-50,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,60,United-States,LessThan50K
31-50,Private,7th-8th,Divorced,Handlers-cleaners,Black,Male,40,United-States,LessThan50K
31-50,Self-emp-inc,Masters,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,MoreThan50K
31-50,Self-emp-not-inc,Some-college,Divorced,Exec-managerial,White,Female,65,United-States,LessThan50K
31-50,Private,Bachelors,Divorced,Craft-repair,White,Male,40,United-States,LessThan50K
31-50,Self-emp-not-inc,Some-college,Divorced,Prof-specialty,Black,Female,40,United-States,LessThan50K
31-50,Private,Bachelors,Married-civ-spouse,Sales,White,Male,60,United-States,MoreThan50K
31-50,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,White,Male,70,United-States,LessThan50K
31-50,?,HS-grad,Married-civ-spouse,?,White,Male,40,United-States,LessThan50K
31-50,Private,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,60,?,MoreThan50K
31-50,Private,12th,Married-spouse-absent,Exec-managerial,White,Female,55,United-States,Lessan50K
31-50,Local-gov,Some-college,Married-civ-spouse,Other-service,White,Male,40,United-States,Morean50K
31-50,Private,HS-grad,Married-civ-spouse,Prof-specialty,White,Male,24,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Sales,White,Male,55,United-States,MoreThan50K
31-50,Local-gov,Some-college,Married-civ-spouse,Protective-serv,White,Male,40,United-States,MoreThan50K
31-50,Private,Bachelors,Married-civ-spouse,Machine-op-inspct,White,Male,44,United-States,Morean50K
31-50,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,45,United-States,MoreThan50K
31-50,Private,Some-college,Married-civ-spouse,Other-service,White,Male,47,United-States,MoreThan50K
31-50,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Male,48,United-States,MoreThan50K
31-50,Private,Assoc-voc,Divorced,Prof-specialty,White,Male,50,United-States,LessThan50K**
31-50,Private,Prof-school,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,MoreThan50K
31-50,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,70,United-States,MoreThan50K
31-50,State-gov,Assoc-voc,Married-civ-spouse,Exec-managerial,White,Male,15,Germany,MoreThan50K
31-50,Federal-gov,Some-college,Married-civ-spouse,Craft-repair,White,Male,40,United-States,MoreThan50K
31-50,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,45,Canada,MoreThan50K
31-50,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,45,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Prof-specialty,White,Female,8,United-States,LessThan50K
31-50,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Black,Male,50,United-States,MoreThan50K**
31-50,Local-gov,Masters,Divorced,Prof-specialty,White,Female,80,United-States,LessThan50K
31-50,Private,Some-college,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,MoreThan50K
31-50,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,White,Female,40,United-States,MoreThan50K
31-50,Self-emp-not-inc,Masters,Married-civ-spouse,Exec-managerial,White,Male,40,Mexico,MoreThan50K
31-50,?,Assoc-acdm,Divorced,?,White,Female,40,United-States,MoreThan50K
31-50,Federal-gov,HS-grad,Divorced,Adm-clerical,White,Male,40,United-States,LessThan50K
31-50,Private,HS-grad,Widowed,Machine-op-inspct,White,Female,48,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Male,40,United-States,LessThan50K
31-50,State-gov,Masters,Divorced,Protective-serv,White,Male,72,United-States,LessanTh50K
31-50,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,White,Male,40,United-States,MoreThan50K
31-50,Private,Assoc-voc,Married-civ-spouse,Tech-support,White,Male,40,United-States,MoreThan50K
31-50,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Male,40,Japan,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Black,Female,40,United-States,LessThan50K
31-50,Private,Some-college,Married-civ-spouse,Exec-managerial,White,Male,65,United-States,MoreThan50K
31-50,State-gov,Masters,Separated,Prof-specialty,White,Male,60,United-States,LessThan50K
31-50,Private,1st-4th,Married-civ-spouse,Machine-op-inspct,White,Male,40,Portugal,LessThan50K
31-50,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,White,Male,85,United-States,MoreThan50K
31-50,Private,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,72,United-States,LessThan50K
31-50,Private,Some-college,Married-civ-spouse,Machine-op-inspct,White,Male,40,United-States,LessThan50K
31-50,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,MoreThan50K
31-50,Private,HS-grad,Never-married,Adm-clerical,White,Female,44,United-States,LessThan50K**
31-50,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,White,Male,40,United-States,MoreThan50K
31-50,Federal-gov,Some-college,Never-married,Adm-clerical,Black,Female,40,United-States,LessThan50K
31-50,Private,Assoc-acdm,Married-civ-spouse,Sales,White,Male,60,United-States,MoreThan50K
31-50,Federal-gov,Masters,Married-civ-spouse,Adm-clerical,White,Male,40,United-States,MoreThan50K**
31-50,Private,Masters,Married-civ-spouse,Exec-managerial,White,Male,45,United-States,MoreThan50K
31-50,Private,Bachelors,Married-civ-spouse,Other-service,White,Male,40,United-States,LessThan50K
31-50,?,HS-grad,Never-married,?,Black,Male,40,United-States,LessThan50K
31-50,Private,Masters,Married-spouse-absent,Protective-serv,Asian-Pac-Islander,Male,40,India,LessThan50K
31-50,Private,11th,Married-civ-spouse,Sales,White,Female,40,United-States,LessThan50K
31-50,Private,HS-grad,Divorced,Adm-clerical,White,Female,16,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,40,United-States,Morean50K
31-50,Private,Bachelors,Married-spouse-absent,Sales,White,Female,18-21,Germany,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Adm-clerical,White,Male,35,United-States,LessThan50K
31-50,Self-emp-not-inc,11th,Divorced,Craft-repair,White,Male,40,?,LessThan50K
31-50,Local-gov,Masters,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,MoreThan50K
31-50,Private,1st-4th,Married-spouse-absent,Craft-repair,White,Male,40,United-States,LessThan50K
31-50,Local-gov,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,42,United-States,MoreThan50K
31-50,?,HS-grad,Married-civ-spouse,?,White,Male,40,United-States,MoreThan50K
31-50,Local-gov,Some-college,Married-civ-spouse,Adm-clerical,White,Male,48,United-States,LessThan50K
31-50,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,White,Male,55,El-Salvador,MoreThan50K
31-50,Private,HS-grad,Widowed,Other-service,White,Female,40,United-States,LessThan50K
31-50,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,MoreThan50K
31-50,Private,HS-grad,Divorced,Craft-repair,White,Male,40,United-States,MoreThan50K
